ReactionID,Compartment,MinFlux,MaxFlux
MAR03853,Pyruvate metabolism,0,0.168339232096059
MAR03854,Pyruvate metabolism,0,0.168339232106038
MAR03855,Pyruvate metabolism,0,1000
MAR03857,Pyruvate metabolism,0,0.16833923210053
MAR03859,Pyruvate metabolism,0,0.17833923210053
MAR04087,Pyruvate metabolism,0,0.336678464224279
MAR04091,Pyruvate metabolism,0,0.336678464176453
MAR04103,Pyruvate metabolism,0,0.336678464224974
MAR04193,Pyruvate metabolism,0,1000
MAR08497,Pyruvate metabolism,0,0.168339232092876
MAR08500,Pyruvate metabolism,0,0.16833923207322
MAR08502,Pyruvate metabolism,-0.168339232082897,0.168339232092677
MAR08503,Pyruvate metabolism,0,0.168339232090245
MAR08504,Pyruvate metabolism,0,0.168339232089775
MAR08506,Pyruvate metabolism,0,0.168339232090973
MAR08507,Pyruvate metabolism,0,1000
MAR08508,Pyruvate metabolism,0,1000
MAR08509,Pyruvate metabolism,0,1000
MAR08511,Pyruvate metabolism,0,0.168339232091211
MAR08514,Pyruvate metabolism,0,7.93033164449628
MAR08516,Pyruvate metabolism,0,0.168339232078845
MAR04280,Pyruvate metabolism,-3.89900461241382,999.00182047163
MAR00153,Propanoate metabolism,0,0.337864795100559
MAR03212,Propanoate metabolism,0,0.132006054170642
MAR03797,Propanoate metabolism,-1000,1000
MAR03800,Propanoate metabolism,0,0.0629902700790242
MAR04105,Propanoate metabolism,0,0.336678519771483
MAR04106,Propanoate metabolism,0,0.336678519770175
MAR04107,Propanoate metabolism,0,0.233338491736616
MAR04282,Propanoate metabolism,0,0.132006054169126
MAR04331,Propanoate metabolism,-0.337864556590382,0
MAR04459,Propanoate metabolism,0,0.337864556591598
MAR04460,Propanoate metabolism,-1000,1000
MAR04497,Propanoate metabolism,0,0.13200605416893
MAR04741,Propanoate metabolism,0,0.132006054160316
MAR09804,Propanoate metabolism,0,0
MAR01434,Butanoate metabolism,-0.336678464964643,0.335779804825052
MAR01436,Butanoate metabolism,0,0.335779804829188
MAR03163,Butanoate metabolism,0,0.121409938774775
MAR04604,Butanoate metabolism,0,0.507044409269156
MAR05351,Butanoate metabolism,-0.0531252863433737,0.00999999999999091
MAR04052,Pentose phosphate pathway,0,2.1479479047156
MAR04304,Pentose phosphate pathway,0,1.06619980263867
MAR04306,Pentose phosphate pathway,-1.33727030957641,1000
MAR04350,Pentose phosphate pathway,0,0
MAR04351,Pentose phosphate pathway,0,0
MAR04352,Pentose phosphate pathway,-0.202893990691826,0.175203693865082
MAR04354,Pentose phosphate pathway,0.227296802509841,2.8101635255155
MAR04398,Pentose phosphate pathway,-0.01,0.217238760072092
MAR04404,Pentose phosphate pathway,0.424876453819514,0.690355890953208
MAR04473,Pentose phosphate pathway,0,0.337262546005917
MAR04474,Pentose phosphate pathway,1,1.3370430204041
MAR04476,Pentose phosphate pathway,0,0
MAR04477,Pentose phosphate pathway,-1000,1000
MAR04501,Pentose phosphate pathway,0.424876453819514,0.690355890952534
MAR04565,Pentose phosphate pathway,0.424876453820374,999.237651046498
MAR04567,Pentose phosphate pathway,-1000,1000
MAR04568,Pentose phosphate pathway,-1000,1000
MAR04623,Pentose phosphate pathway,0,1.2632983035809
MAR04625,Pentose phosphate pathway,0,1.33727033596779
MAR04710,Pentose phosphate pathway,-0.346678605937998,0.217239541830309
MAR04841,Pentose phosphate pathway,0,0
MAR08074,Pentose phosphate pathway,0,0.336678464163797
MAR08653,Pentose phosphate pathway,-0.61353805917926,0.2058101109312
MAR03998,Purine metabolism,0,0.336679653897079
MAR04000,Purine metabolism,0,0.331956902654696
MAR04002,Purine metabolism,-1000,1000
MAR04004,Purine metabolism,-1000,1000
MAR04010,Purine metabolism,0,0.336678464183422
MAR04081,Purine metabolism,0,0.151033654727466
MAR04082,Purine metabolism,0,0.336678464181735
MAR04012,Purine metabolism,0,1000
MAR04014,Purine metabolism,0,0.331974936653502
MAR04020,Purine metabolism,-1000,-0.00159794999990481
MAR04022,Purine metabolism,0,0.338857859215379
MAR04038,Purine metabolism,0,0.0484738667721358
MAR04040,Purine metabolism,0,0.331956051100008
MAR04042,Purine metabolism,0,0.392733337990579
MAR04046,Purine metabolism,0,0.189800871987782
MAR04048,Purine metabolism,0,0.331956051063137
MAR04080,Purine metabolism,0,0.326932536510159
MAR04085,Purine metabolism,-0.305343856109706,1000
MAR04086,Purine metabolism,-0.01,0.072198040836171
MAR04134,Purine metabolism,0,0.02
MAR04135,Purine metabolism,0,1000
MAR04168,Purine metabolism,0,0.331956902651792
MAR04171,Purine metabolism,0,1000
MAR04290,Purine metabolism,0,0.00999999999999091
MAR04406,Purine metabolism,0,0.0484749042851149
MAR04412,Purine metabolism,-0.392733338019127,0
MAR04417,Purine metabolism,0,0.336684573111143
MAR04418,Purine metabolism,-0.356678466961465,0.354840743527505
MAR04419,Purine metabolism,0,0.375335299591878
MAR04421,Purine metabolism,0,1000
MAR04449,Purine metabolism,0,0.336678464184729
MAR04450,Purine metabolism,0,0.03
MAR04451,Purine metabolism,0,1000
MAR04452,Purine metabolism,-1000,0.291544562161107
MAR04453,Purine metabolism,0,0.338849405032196
MAR04480,Purine metabolism,-0.375726858655518,0.336678464187504
MAR04481,Purine metabolism,0,0.326932336972061
MAR04482,Purine metabolism,0,0.326932336972061
MAR04486,Purine metabolism,0,1.67543846984108
MAR04487,Purine metabolism,0,1.67543846983873
MAR04488,Purine metabolism,0,1.67543846984001
MAR04489,Purine metabolism,0,1.67543846984087
MAR04492,Purine metabolism,0,0.209700160704704
MAR04493,Purine metabolism,0,0.209700160704735
MAR04495,Purine metabolism,0,0.01
MAR04496,Purine metabolism,0,0.01
MAR04518,Purine metabolism,0,0.349964323349314
MAR04519,Purine metabolism,0,0.363697071623357
MAR04520,Purine metabolism,0,0.363697071623808
MAR04573,Purine metabolism,0,1000
MAR04574,Purine metabolism,-0.206536899355342,0.346678464186523
MAR04600,Purine metabolism,0,0.375725209306695
MAR04602,Purine metabolism,0,0.336678464197923
MAR04603,Purine metabolism,-0.34667846422165,0.365725209296617
MAR04611,Purine metabolism,0,999.9992845
MAR04612,Purine metabolism,0,999.9992845
MAR04614,Purine metabolism,0,999.99840205
MAR04615,Purine metabolism,0,999.99840205
MAR04617,Purine metabolism,0,0.135711970170518
MAR04618,Purine metabolism,0,0.356463814169501
MAR04619,Purine metabolism,0,0.135711970171608
MAR04621,Purine metabolism,0,0.356463814192011
MAR04632,Purine metabolism,0,0.336678464184522
MAR04646,Purine metabolism,0,0.264622330959243
MAR04648,Purine metabolism,0,0.264622330971415
MAR04649,Purine metabolism,0,0.264622330973419
MAR04650,Purine metabolism,0,0.264622330957552
MAR04651,Purine metabolism,-0.0941740917579693,1000
MAR04663,Purine metabolism,0,0.340376353713452
MAR04664,Purine metabolism,0,0.336678464205664
MAR04694,Purine metabolism,0,0.326933212646778
MAR04695,Purine metabolism,-0.346678464179984,0.365729080880744
MAR04705,Purine metabolism,0,0.340380225325703
MAR04709,Purine metabolism,-0.332379162161559,0.19581988559596
MAR04799,Purine metabolism,0,0.0484738514680092
MAR04802,Purine metabolism,0,0.0484738514660445
MAR04804,Purine metabolism,-0.0484738514670449,0
MAR04808,Purine metabolism,0,0.0484738514682871
MAR04810,Purine metabolism,0,0.0484738514660445
MAR04812,Purine metabolism,-0.0484738514670743,0
MAR04814,Purine metabolism,0,0.0484740266033385
MAR05301,Purine metabolism,0,0.336679653898404
MAR05353,Purine metabolism,-0.375725209284337,0.336679653902138
MAR06602,Purine metabolism,-1000,1.15036257802766
MAR06603,Purine metabolism,-1.16036033683897,1000
MAR07144,Purine metabolism,0,0.171840551808373
MAR08755,Purine metabolism,0,0.264622330971861
MAR04016,Purine metabolism,-1000,1000
MAR04018,Purine metabolism,-1000,1000
MAR04044,Purine metabolism,-1000,1000
MAR04291,Purine metabolism,-1000,1000
MAR04420,Purine metabolism,0,1000
MAR04570,Purine metabolism,-1000,1000
MAR04572,Purine metabolism,0,1000
MAR04006,Pyrimidine metabolism,-1000,1000
MAR04028,Pyrimidine metabolism,-1000,1000
MAR04030,Pyrimidine metabolism,-1000,-0.002385
MAR04670,Pyrimidine metabolism,-1000,1000
MAR04673,Pyrimidine metabolism,-0.702230648107825,0.356470158451437
MAR04675,Pyrimidine metabolism,0,0.355754658450337
MAR06614,Pyrimidine metabolism,-1000,1000
MAR06615,Pyrimidine metabolism,-1000,1000
MAR06616,Pyrimidine metabolism,-1000,1000
MAR04635,Pyrimidine metabolism,-1000,1000
MAR03931,Pyrimidine metabolism,0.000715499999759395,1000
MAR03970,Pyrimidine metabolism,0,0.355755048691767
MAR04008,Pyrimidine metabolism,-1000,1000
MAR04032,Pyrimidine metabolism,0,0.107045466896011
MAR04034,Pyrimidine metabolism,0,0.123496146788251
MAR04036,Pyrimidine metabolism,0,0.0777189524458496
MAR04050,Pyrimidine metabolism,-0.0777189524409428,0
MAR04056,Pyrimidine metabolism,0,0.336678464184755
MAR04059,Pyrimidine metabolism,0,0.110907921435496
MAR04060,Pyrimidine metabolism,0,0.127158770747182
MAR04127,Pyrimidine metabolism,0,0.33195570419862
MAR04177,Pyrimidine metabolism,0,0.336678464152442
MAR04179,Pyrimidine metabolism,0,0.03
MAR04182,Pyrimidine metabolism,0,0.347635306138128
MAR04183,Pyrimidine metabolism,0,0.02
MAR04192,Pyrimidine metabolism,0,0.01
MAR04194,Pyrimidine metabolism,0,0.0944131083112195
MAR04210,Pyrimidine metabolism,0,1000
MAR04211,Pyrimidine metabolism,0,0.16123126948521
MAR04343,Pyrimidine metabolism,0,0.336678464184977
MAR04346,Pyrimidine metabolism,0,0
MAR04484,Pyrimidine metabolism,0,0.336678464163511
MAR04485,Pyrimidine metabolism,0,0
MAR04510,Pyrimidine metabolism,0,0.343588357058024
MAR04512,Pyrimidine metabolism,-1000,1000
MAR04577,Pyrimidine metabolism,-0.0777189524399091,0
MAR04579,Pyrimidine metabolism,-0.335725209282085,0.37458099898556
MAR04608,Pyrimidine metabolism,-0.0777189524392316,0
MAR04575,Pyrimidine metabolism,0,0.0777189524351809
MAR04637,Pyrimidine metabolism,-0.296135744612741,999.9992845
MAR04642,Pyrimidine metabolism,0,0.355748314180687
MAR04643,Pyrimidine metabolism,0,0.331955465632501
MAR04644,Pyrimidine metabolism,0.000715499999955682,0.000795557541570039
MAR04676,Pyrimidine metabolism,0,0.347635306138687
MAR05299,Pyrimidine metabolism,0,0.336678464185782
MAR05352,Pyrimidine metabolism,0,0.336678464182793
MAR06612,Pyrimidine metabolism,-1000,1000
MAR06621,Pyrimidine metabolism,0,0.355748314186032
MAR06622,Pyrimidine metabolism,0,0.356463814183396
MAR06624,Pyrimidine metabolism,0,0.336678464182953
MAR06627,Pyrimidine metabolism,-1000,3.35299405050887
MAR08072,Pyrimidine metabolism,0,0.336685973150632
MAR03966,Nucleotide metabolism,0,0.331956902677466
MAR03967,Nucleotide metabolism,-1000,1000
MAR03968,Nucleotide metabolism,0.0007155,0.356463814182821
MAR03999,Nucleotide metabolism,0,0.122226154729408
MAR04024,Nucleotide metabolism,-1000,1000
MAR04026,Nucleotide metabolism,-0.350020314992507,0
MAR04061,Nucleotide metabolism,0,0.134550283928718
MAR04083,Nucleotide metabolism,0,1000
MAR04136,Nucleotide metabolism,0,0.01
MAR04180,Nucleotide metabolism,0,0.347635308880603
MAR04185,Nucleotide metabolism,0,0.180187482508927
MAR04186,Nucleotide metabolism,0,0.336678466961909
MAR04342,Nucleotide metabolism,0,0.02
MAR04344,Nucleotide metabolism,0,0
MAR04483,Nucleotide metabolism,0,0.336678466966154
MAR04516,Nucleotide metabolism,0,0.336678466940839
MAR04601,Nucleotide metabolism,0,0.375725209291014
MAR04633,Nucleotide metabolism,0,0.375725209288156
MAR04640,Nucleotide metabolism,0,0.331955704131763
MAR04680,Nucleotide metabolism,-0.33572520929275,0.109535118007686
MAR04806,Nucleotide metabolism,0,0.0484747593887942
MAR06625,Nucleotide metabolism,0,0.336684783436838
MAR06626,Nucleotide metabolism,0,0.336684783436061
MAR07160,Nucleotide metabolism,0.002385,0.334359052976761
MAR07161,Nucleotide metabolism,0,0.332985590552992
MAR07162,Nucleotide metabolism,0,0.337870964183794
MAR07163,Nucleotide metabolism,0,0.33195573671293
MAR07164,Nucleotide metabolism,0,0.33668486970266
MAR07713,Nucleotide metabolism,0,0.336684869697116
MAR07716,Nucleotide metabolism,0,0.355754719698884
MAR07717,Nucleotide metabolism,0,0.355754719700455
MAR07721,Nucleotide metabolism,0,0.336684869700196
MAR07725,Nucleotide metabolism,0,0.336684869699051
MAR07728,Nucleotide metabolism,0,0.336684869699866
MAR07800,Nucleotide metabolism,-1000,1000
MAR07801,Nucleotide metabolism,-1000,1000
MAR07863,Nucleotide metabolism,-1000,1000
MAR07864,Nucleotide metabolism,-1000,1000
MAR07865,Nucleotide metabolism,-1000,1000
MAR07866,Nucleotide metabolism,-1000,1000
MAR07867,Nucleotide metabolism,-1000,1000
MAR07868,Nucleotide metabolism,-1000,1000
MAR07869,Nucleotide metabolism,-1000,1000
MAR07870,Nucleotide metabolism,-1000,1000
MAR07871,Nucleotide metabolism,-1000,1000
MAR07872,Nucleotide metabolism,-1000,1000
MAR07873,Nucleotide metabolism,-1000,1000
MAR07874,Nucleotide metabolism,-1000,1000
MAR07875,Nucleotide metabolism,0,0.355754509377022
MAR07876,Nucleotide metabolism,-1000,1000
MAR07878,Nucleotide metabolism,0,0
MAR07879,Nucleotide metabolism,0,0.01
MAR07880,Nucleotide metabolism,0,0.01
MAR07881,Nucleotide metabolism,0,0
MAR07882,Nucleotide metabolism,-1000,1000
MAR07883,Nucleotide metabolism,0,0.355754509382327
MAR07884,Nucleotide metabolism,-1000,1000
MAR07885,Nucleotide metabolism,-1000,1000
MAR07886,Nucleotide metabolism,-1000,1000
MAR07887,Nucleotide metabolism,-1000,1000
MAR07888,Nucleotide metabolism,-1000,1000
MAR07889,Nucleotide metabolism,0,0.356470009376494
MAR07890,Nucleotide metabolism,0,1000
MAR07891,Nucleotide metabolism,-1000,1000
MAR07892,Nucleotide metabolism,-1000,1000
MAR07893,Nucleotide metabolism,-1000,1000
MAR08083,Nucleotide metabolism,0,0.338857859193087
MAR08085,Nucleotide metabolism,0,0.331955704186608
MAR08087,Nucleotide metabolism,0,0.331955704152252
MAR08443,Nucleotide metabolism,0,0.01
MAR08444,Nucleotide metabolism,0,0.01
MAR08445,Nucleotide metabolism,0,0.347641625402649
MAR08448,Nucleotide metabolism,-1000,1000
MAR08449,Nucleotide metabolism,-1000,1000
MAR08450,Nucleotide metabolism,-1000,1000
MAR08451,Nucleotide metabolism,-1000,1000
MAR08452,Nucleotide metabolism,-1000,1000
MAR08453,Nucleotide metabolism,-1000,1000
MAR08454,Nucleotide metabolism,-1000,1000
MAR08455,Nucleotide metabolism,-1000,1000
MAR08456,Nucleotide metabolism,-1000,1000
MAR08457,Nucleotide metabolism,-1000,1000
MAR08458,Nucleotide metabolism,-1000,1000
MAR08459,Nucleotide metabolism,-1000,1000
MAR08460,Nucleotide metabolism,-1000,1000
MAR08462,Nucleotide metabolism,-1000,1000
MAR08463,Nucleotide metabolism,-1000,1000
MAR08464,Nucleotide metabolism,-1000,1000
MAR08465,Nucleotide metabolism,-1000,1000
MAR08466,Nucleotide metabolism,-1000,1000
MAR08467,Nucleotide metabolism,-1000,1000
MAR08468,Nucleotide metabolism,-1000,1000
MAR08469,Nucleotide metabolism,-1000,1000
MAR08470,Nucleotide metabolism,-1000,1000
MAR08471,Nucleotide metabolism,-1000,1000
MAR08472,Nucleotide metabolism,-1000,1000
MAR08473,Nucleotide metabolism,0,0.326932536542837
MAR08474,Nucleotide metabolism,0,0.112228372998441
MAR08478,Nucleotide metabolism,-0.336452800493475,0.135236146680785
MAR08481,Nucleotide metabolism,-0.375726408917785,0
MAR08482,Nucleotide metabolism,0,1000
MAR08485,Nucleotide metabolism,0,0.550464952323646
MAR08486,Nucleotide metabolism,-999.790530101229,0.895492405935945
MAR08487,Nucleotide metabolism,0,0.175902103365891
MAR08488,Nucleotide metabolism,0,0.01
MAR08489,Nucleotide metabolism,0,0.01
MAR03802,"Alanine, aspartate and glutamate metabolism",-999.949772705602,1000
MAR03804,"Alanine, aspartate and glutamate metabolism",-999.949772715156,1000
MAR03811,"Alanine, aspartate and glutamate metabolism",-0.1,0.0784380697213267
MAR03813,"Alanine, aspartate and glutamate metabolism",-0.0784377923139887,0.1
MAR03827,"Alanine, aspartate and glutamate metabolism",-0.1,0.1
MAR03831,"Alanine, aspartate and glutamate metabolism",0,0.544549077680017
MAR03862,"Alanine, aspartate and glutamate metabolism",0,0.244300993030407
MAR03865,"Alanine, aspartate and glutamate metabolism",0,0.0843372783104126
MAR03870,"Alanine, aspartate and glutamate metabolism",0,0.32064233784328
MAR03890,"Alanine, aspartate and glutamate metabolism",0,0.458222309147065
MAR03892,"Alanine, aspartate and glutamate metabolism",0,0
MAR03899,"Alanine, aspartate and glutamate metabolism",-6.89000389396564,0.312483990683664
MAR03903,"Alanine, aspartate and glutamate metabolism",0,0.203640595360079
MAR04109,"Alanine, aspartate and glutamate metabolism",-0.16222498377391,0
MAR04114,"Alanine, aspartate and glutamate metabolism",0,0.369972409646969
MAR04115,"Alanine, aspartate and glutamate metabolism",0,0
MAR04118,"Alanine, aspartate and glutamate metabolism",0,0.766246455092827
MAR04196,"Alanine, aspartate and glutamate metabolism",0,0.369970836959094
MAR04197,"Alanine, aspartate and glutamate metabolism",0,0
MAR04287,"Alanine, aspartate and glutamate metabolism",0,0
MAR04693,"Alanine, aspartate and glutamate metabolism",0,0
MAR06780,"Alanine, aspartate and glutamate metabolism",0,0
MAR06970,"Alanine, aspartate and glutamate metabolism",0,0
MAR07642,"Alanine, aspartate and glutamate metabolism",-6.89028307369777,0.01
MAR03806,Arginine and proline metabolism,0.0825492699124254,0.997952591181804
MAR03807,Arginine and proline metabolism,-0.927337596505787,0.182934628418949
MAR03809,Arginine and proline metabolism,0,0
MAR03819,Arginine and proline metabolism,-0.516597381163315,-0.0125312720785153
MAR03833,Arginine and proline metabolism,0,8.57137870914446
MAR03835,Arginine and proline metabolism,0,8.57137870908436
MAR03837,Arginine and proline metabolism,0,8.31667852805003
MAR03838,Arginine and proline metabolism,-8.31665395642872,0
MAR03956,Arginine and proline metabolism,0,3.1773069837101
MAR04073,Arginine and proline metabolism,0,0.160939522058309
MAR04075,Arginine and proline metabolism,0,0.160939522054392
MAR04077,Arginine and proline metabolism,0,0.0879242661961464
MAR04190,Arginine and proline metabolism,-6.27764343391396,-4.48005755970275
MAR04212,Arginine and proline metabolism,0,0.608427726391808
MAR04422,Arginine and proline metabolism,0,0.60842772638601
MAR04583,Arginine and proline metabolism,-0.172930851982491,0.5
MAR04606,Histidine metabolism,0,0.33195546565172
MAR04607,Histidine metabolism,0,0.331955465650237
MAR04776,Arginine and proline metabolism,0,0.155561247512898
MAR04777,Arginine and proline metabolism,0,0
MAR04778,Arginine and proline metabolism,0,0.162227914178611
MAR04779,Arginine and proline metabolism,0,0.01
MAR04780,Arginine and proline metabolism,0,0.162227914179522
MAR04781,Arginine and proline metabolism,0,0.01
MAR04784,Arginine and proline metabolism,0,1000
MAR04785,Arginine and proline metabolism,0,1000
MAR04786,Arginine and proline metabolism,0,0.162228248078409
MAR05384,Arginine and proline metabolism,0,0.160940108298233
MAR06938,Arginine and proline metabolism,-0.160940108287832,0
MAR06965,Arginine and proline metabolism,0,0
MAR06966,Arginine and proline metabolism,0,0
MAR08096,Arginine and proline metabolism,-1000,0.162224983775758
MAR08097,Arginine and proline metabolism,-0.162224983790367,1000
MAR08098,Arginine and proline metabolism,0,0.162224983776364
MAR08426,Arginine and proline metabolism,0,0.01
MAR08427,Arginine and proline metabolism,0,0
MAR08603,Arginine and proline metabolism,0,0
MAR08604,Arginine and proline metabolism,0,0
MAR08605,Arginine and proline metabolism,0,0
MAR08609,Arginine and proline metabolism,0,8.31664980216755
MAR08610,Arginine and proline metabolism,0,8.31664980212437
MAR03752,"Glycine, serine and threonine metabolism",-0.0235255223659877,1000
MAR03770,"Glycine, serine and threonine metabolism",-1000,1000
MAR03784,"Glycine, serine and threonine metabolism",-1000,1000
MAR03839,"Glycine, serine and threonine metabolism",-0.01,0.997857448295406
MAR03841,"Glycine, serine and threonine metabolism",-0.01,0.99785744828986
MAR03843,"Glycine, serine and threonine metabolism",0,1.00785744828986
MAR03883,"Glycine, serine and threonine metabolism",0,0.336678464190296
MAR03939,"Glycine, serine and threonine metabolism",-0.893357809015306,0
MAR03974,"Glycine, serine and threonine metabolism",0,0.336678464185501
MAR04198,"Glycine, serine and threonine metabolism",0,0.108335265060198
MAR04200,"Glycine, serine and threonine metabolism",0,0.336678464188123
MAR04348,"Glycine, serine and threonine metabolism",0,0.0432888423166911
MAR04582,"Glycine, serine and threonine metabolism",-0.5,0.172930851981669
MAR04584,"Glycine, serine and threonine metabolism",0,0
MAR04696,"Glycine, serine and threonine metabolism",0,0.15835643467958
MAR04697,"Glycine, serine and threonine metabolism",0,0.158356434676665
MAR04698,"Glycine, serine and threonine metabolism",0,0.158356434678766
MAR04742,"Glycine, serine and threonine metabolism",0,0.89335780898463
MAR04792,"Glycine, serine and threonine metabolism",-0.722607578740714,0
MAR05392,"Glycine, serine and threonine metabolism",0,0.0561130773645298
MAR05393,"Glycine, serine and threonine metabolism",0,0.0561130773634232
MAR06409,"Glycine, serine and threonine metabolism",-4.02317702028233,0
MAR07702,"Glycine, serine and threonine metabolism",-0.159654789113385,0
MAR08433,"Glycine, serine and threonine metabolism",0,0.450453860879264
MAR08434,"Glycine, serine and threonine metabolism",0,0.450453860876966
MAR08435,"Glycine, serine and threonine metabolism",0,0.450453860876966
MAR08436,"Glycine, serine and threonine metabolism",0,0.450453860876966
MAR08437,"Glycine, serine and threonine metabolism",-0.4504538609018,0
MAR08442,"Glycine, serine and threonine metabolism",0,0.0629902700794357
MAR04429,Histidine metabolism,0,0
MAR04430,Histidine metabolism,0,0
MAR04431,Histidine metabolism,0,0
MAR05338,Histidine metabolism,0,0.502377390312531
MAR05339,Histidine metabolism,0,0.502377390307406
MAR08783,Histidine metabolism,0,0
MAR08784,Histidine metabolism,0,0
MAR04239,Lysine metabolism,0,0.01
