ReactionID,Compartment,MinFlux,MaxFlux
MAR03853,Pyruvate metabolism,0,0.167044768200018
MAR03854,Pyruvate metabolism,0,0.167044768183078
MAR03855,Pyruvate metabolism,0,1000
MAR03857,Pyruvate metabolism,0,0.167044768183078
MAR03859,Pyruvate metabolism,0,0.177044768183078
MAR04087,Pyruvate metabolism,0,0.334089536402757
MAR04091,Pyruvate metabolism,0,0.334089536363532
MAR04103,Pyruvate metabolism,0,0.334089536403326
MAR04193,Pyruvate metabolism,0,1000
MAR08497,Pyruvate metabolism,0,0.167044768202113
MAR08500,Pyruvate metabolism,0,0.167044768181797
MAR08502,Pyruvate metabolism,-0.167044768200412,0.167044768199472
MAR08503,Pyruvate metabolism,0,0.16704476817861
MAR08504,Pyruvate metabolism,0,0.167044768199529
MAR08506,Pyruvate metabolism,0,0.16704476819966
MAR08507,Pyruvate metabolism,0,1000
MAR08508,Pyruvate metabolism,0,1000
MAR08509,Pyruvate metabolism,0,1000
MAR08511,Pyruvate metabolism,0,0.167044768201265
MAR08514,Pyruvate metabolism,0,7.9137314614854
MAR08516,Pyruvate metabolism,0,0.167045483442577
MAR04280,Pyruvate metabolism,-3.90220820460729,998.975417753499
MAR00153,Propanoate metabolism,0,0.333473760337569
MAR03212,Propanoate metabolism,0,0.131132191448953
MAR03797,Propanoate metabolism,-1000,1000
MAR03800,Propanoate metabolism,0,0.0628708497562646
MAR04105,Propanoate metabolism,0,0.334089695130502
MAR04106,Propanoate metabolism,0,0.334089695127024
MAR04107,Propanoate metabolism,0,0.231293846830932
MAR04282,Propanoate metabolism,0,0.131132191448574
MAR04331,Propanoate metabolism,-0.333473759785056,0
MAR04459,Propanoate metabolism,0,0.33347375978019
MAR04460,Propanoate metabolism,-1000,1000
MAR04497,Propanoate metabolism,0,0.131132191448185
MAR04741,Propanoate metabolism,0,0.131132191449206
MAR09804,Propanoate metabolism,0,0
MAR01434,Butanoate metabolism,-0.334089536391849,0.331427243265807
MAR01436,Butanoate metabolism,0,0.331427243236259
MAR03163,Butanoate metabolism,0,0.120559520739909
MAR04604,Butanoate metabolism,0,0.497725472944012
MAR05351,Butanoate metabolism,-0.0530229169085556,0.01
MAR04052,Pentose phosphate pathway,0,2.11830776768051
MAR04304,Pentose phosphate pathway,0,0.939857111632449
MAR04306,Pentose phosphate pathway,-1.33430943940721,1000
MAR04350,Pentose phosphate pathway,0,0
MAR04351,Pentose phosphate pathway,0,0
MAR04352,Pentose phosphate pathway,-0.201556964853765,0.172922104288911
MAR04354,Pentose phosphate pathway,0.227349254838423,2.78058120574644
MAR04398,Pentose phosphate pathway,-0.01,0.21627567219597
MAR04404,Pentose phosphate pathway,0.425545674522368,0.689389753792921
MAR04473,Pentose phosphate pathway,0,0.334315550528559
MAR04474,Pentose phosphate pathway,1,1.33409564752714
MAR04476,Pentose phosphate pathway,0,0
MAR04477,Pentose phosphate pathway,-1000,1000
MAR04501,Pentose phosphate pathway,0.425545674516029,0.689389841979012
MAR04565,Pentose phosphate pathway,0.425545674520805,999.237377568427
MAR04567,Pentose phosphate pathway,-1000,1000
MAR04568,Pentose phosphate pathway,-1000,1000
MAR04623,Pentose phosphate pathway,0,1.2570371380074
MAR04625,Pentose phosphate pathway,0,1.33431602670942
MAR04710,Pentose phosphate pathway,-0.344089562855824,0.21627498149028
MAR04841,Pentose phosphate pathway,0,0
MAR08074,Pentose phosphate pathway,0,0.33408953640795
MAR08653,Pentose phosphate pathway,-0.609667954901586,0.0741813489027008
MAR03998,Purine metabolism,0,0.334096017419484
MAR04000,Purine metabolism,0,0.32756324052912
MAR04002,Purine metabolism,-1000,1000
MAR04004,Purine metabolism,-1000,1000
MAR04010,Purine metabolism,0,0.33408953640376
MAR04081,Purine metabolism,0,0.150177878800555
MAR04082,Purine metabolism,0,0.334089536398096
MAR04012,Purine metabolism,0,1000
MAR04014,Purine metabolism,0,0.327563240533332
MAR04020,Purine metabolism,-1000,-0.00158830200007287
MAR04022,Purine metabolism,0,0.334597806765079
MAR04038,Purine metabolism,0,0.0480563585157662
MAR04040,Purine metabolism,0,0.327563240523219
MAR04042,Purine metabolism,0,0.390800372607205
MAR04046,Purine metabolism,0,0.18894762650828
MAR04048,Purine metabolism,0,0.32756466887679
MAR04080,Purine metabolism,0,0.325843840838809
MAR04085,Purine metabolism,-0.30451519972862,1000
MAR04086,Purine metabolism,-0.01,0.072121903745167
MAR04134,Purine metabolism,0,0.02
MAR04135,Purine metabolism,0,1000
MAR04168,Purine metabolism,0,0.327563240529685
MAR04171,Purine metabolism,0,1000
MAR04290,Purine metabolism,0,0.01
MAR04406,Purine metabolism,0,0.048055276514944
MAR04412,Purine metabolism,-0.39080143817338,0
MAR04417,Purine metabolism,0,0.334089562851887
MAR04418,Purine metabolism,-0.354090896177849,0.350259186722963
MAR04419,Purine metabolism,0,0.370955601046262
MAR04421,Purine metabolism,0,1000
MAR04449,Purine metabolism,0,0.334095885610054
MAR04450,Purine metabolism,0,0.03
MAR04451,Purine metabolism,0,1000
MAR04452,Purine metabolism,-1000,0.288563538932139
MAR04453,Purine metabolism,0,0.334457416985387
MAR04480,Purine metabolism,-0.372773079101535,0.334089536405099
MAR04481,Purine metabolism,0,0.325842951333618
MAR04482,Purine metabolism,0,0.325842951333627
MAR04486,Purine metabolism,0,1.67216903481814
MAR04487,Purine metabolism,0,1.67216903481881
MAR04488,Purine metabolism,0,1.67216903481541
MAR04489,Purine metabolism,0,1.67216903481564
MAR04492,Purine metabolism,0,0.208356675253889
MAR04493,Purine metabolism,0,0.208356675253955
MAR04495,Purine metabolism,0,0.01
MAR04496,Purine metabolism,0,0.01
MAR04518,Purine metabolism,0,0.345594054275126
MAR04519,Purine metabolism,0,0.359912236088085
MAR04520,Purine metabolism,0,0.359912236087837
MAR04573,Purine metabolism,0,1000
MAR04574,Purine metabolism,-0.206491614402012,0.344095912063551
MAR04600,Purine metabolism,0,0.372779348938537
MAR04602,Purine metabolism,0,0.334095912050277
MAR04603,Purine metabolism,-0.344089536410365,0.3627793489608
MAR04611,Purine metabolism,0,999.99928882
MAR04612,Purine metabolism,0,999.99928882
MAR04614,Purine metabolism,0,999.998411698
MAR04615,Purine metabolism,0,999.998411698
MAR04617,Purine metabolism,0,0.135198459022945
MAR04618,Purine metabolism,0,0.353876182407589
MAR04619,Purine metabolism,0,0.135198459026697
MAR04621,Purine metabolism,0,0.353876182406907
MAR04632,Purine metabolism,0,0.334089536429138
MAR04646,Purine metabolism,0,0.262731716402877
MAR04648,Purine metabolism,0,0.262731716399652
MAR04649,Purine metabolism,0,0.262731784132515
MAR04650,Purine metabolism,0,0.262731784130448
MAR04651,Purine metabolism,-0.0935947598811515,1000
MAR04663,Purine metabolism,0,0.337422975093912
MAR04664,Purine metabolism,0,0.334089641763093
MAR04694,Purine metabolism,0,0.325843705359918
MAR04695,Purine metabolism,-0.344089536406595,0.362774165682497
MAR04705,Purine metabolism,0,0.337424062141196
MAR04709,Purine metabolism,-0.330597065350722,0.195933897338514
MAR04799,Purine metabolism,0,0.0480552765149543
MAR04802,Purine metabolism,0,0.0480552765146983
MAR04804,Purine metabolism,-0.0480552803359435,0
MAR04808,Purine metabolism,0,0.0480554505912636
MAR04810,Purine metabolism,0,0.0480554505930336
MAR04812,Purine metabolism,-0.0480552803358854,0
MAR04814,Purine metabolism,0,0.0480554505913378
MAR05301,Purine metabolism,0,0.334090728793171
MAR05353,Purine metabolism,-0.372772999748622,0.334090728792642
MAR06602,Purine metabolism,-1000,1.14428922983033
MAR06603,Purine metabolism,-1.15428740154994,1000
MAR07144,Purine metabolism,0,0.170437677088444
MAR08755,Purine metabolism,0,0.262734370695134
MAR04016,Purine metabolism,-1000,1000
MAR04018,Purine metabolism,-1000,1000
MAR04044,Purine metabolism,-1000,1000
MAR04291,Purine metabolism,-1000,1000
MAR04420,Purine metabolism,0,1000
MAR04570,Purine metabolism,-1000,1000
MAR04572,Purine metabolism,0,1000
MAR04006,Pyrimidine metabolism,-1000,1000
MAR04028,Pyrimidine metabolism,-1000,1000
MAR04030,Pyrimidine metabolism,-1000,-0.0023706
MAR04670,Pyrimidine metabolism,-1000,1000
MAR04673,Pyrimidine metabolism,-0.697146307313776,0.353876182408385
MAR04675,Pyrimidine metabolism,0,0.353165002401238
MAR06614,Pyrimidine metabolism,-1000,1000
MAR06615,Pyrimidine metabolism,-1000,1000
MAR06616,Pyrimidine metabolism,-1000,1000
MAR04635,Pyrimidine metabolism,-1000,1000
MAR03931,Pyrimidine metabolism,0.000711180000052991,1000
MAR03970,Pyrimidine metabolism,0,0.353165002389346
MAR04008,Pyrimidine metabolism,-1000,1000
MAR04032,Pyrimidine metabolism,0,0.106534441182589
MAR04034,Pyrimidine metabolism,0,0.122872829650758
MAR04036,Pyrimidine metabolism,0,0.077113582303017
MAR04050,Pyrimidine metabolism,-0.077113323946441,0
MAR04056,Pyrimidine metabolism,0,0.334090728782535
MAR04059,Pyrimidine metabolism,0,0.109691342723898
MAR04060,Pyrimidine metabolism,0,0.126205943980788
MAR04127,Pyrimidine metabolism,0,0.327563477579091
MAR04177,Pyrimidine metabolism,0,0.334089536407796
MAR04179,Pyrimidine metabolism,0,0.03
MAR04182,Pyrimidine metabolism,0,0.345090324913884
MAR04183,Pyrimidine metabolism,0,0.02
MAR04192,Pyrimidine metabolism,0,0.01
MAR04194,Pyrimidine metabolism,0,0.0941530811778784
MAR04210,Pyrimidine metabolism,0,1000
MAR04211,Pyrimidine metabolism,0,0.161074066813678
MAR04343,Pyrimidine metabolism,0,0.334089536399574
MAR04346,Pyrimidine metabolism,0,0
MAR04484,Pyrimidine metabolism,0,0.334089536398298
MAR04485,Pyrimidine metabolism,0,0
MAR04510,Pyrimidine metabolism,0,0.34088088116107
MAR04512,Pyrimidine metabolism,-1000,1000
MAR04577,Pyrimidine metabolism,-0.0771133239473164,0
MAR04579,Pyrimidine metabolism,-0.332772973283647,0.372041720430455
MAR04608,Pyrimidine metabolism,-0.0771133239468249,0
MAR04575,Pyrimidine metabolism,0,0.0771133239452411
MAR04637,Pyrimidine metabolism,-0.295951855740554,999.99928882
MAR04642,Pyrimidine metabolism,0,0.353165002398214
MAR04643,Pyrimidine metabolism,0,0.327563477580611
MAR04644,Pyrimidine metabolism,0.00071118,0.000790599031950823
MAR04676,Pyrimidine metabolism,0,0.345090324922083
MAR05299,Pyrimidine metabolism,0,0.334089536376807
MAR05352,Pyrimidine metabolism,0,0.334089536376382
MAR06612,Pyrimidine metabolism,-1000,1000
MAR06621,Pyrimidine metabolism,0,0.353165002386182
MAR06622,Pyrimidine metabolism,0,0.353876182379492
MAR06624,Pyrimidine metabolism,0,0.33408953640244
MAR06627,Pyrimidine metabolism,-1000,3.35446583691902
MAR08072,Pyrimidine metabolism,0,0.334089536406251
MAR03966,Nucleotide metabolism,0,0.327564253341507
MAR03967,Nucleotide metabolism,-1000,1000
MAR03968,Nucleotide metabolism,0.00071118,0.353876182401734
MAR03999,Nucleotide metabolism,0,0.121363178802318
MAR04024,Nucleotide metabolism,-1000,1000
MAR04026,Nucleotide metabolism,-0.34746093381255,0
MAR04061,Nucleotide metabolism,0,0.133705728812415
MAR04083,Nucleotide metabolism,0,1000
MAR04136,Nucleotide metabolism,0,0.01
MAR04180,Nucleotide metabolism,0,0.345090324919624
MAR04185,Nucleotide metabolism,0,0.171489212646273
MAR04186,Nucleotide metabolism,0,0.334089536405571
MAR04342,Nucleotide metabolism,0,0.02
MAR04344,Nucleotide metabolism,0,0
MAR04483,Nucleotide metabolism,0,0.334089536401424
MAR04516,Nucleotide metabolism,0,0.334089536388649
MAR04601,Nucleotide metabolism,0,0.372772973290665
MAR04633,Nucleotide metabolism,0,0.372772973287471
MAR04640,Nucleotide metabolism,0,0.327563240523214
MAR04680,Nucleotide metabolism,-0.332772973292444,0.109102848371929
MAR04806,Nucleotide metabolism,0,0.0480552765147697
MAR06625,Nucleotide metabolism,0,0.334090728789861
MAR06626,Nucleotide metabolism,0,0.33409072876882
MAR07160,Nucleotide metabolism,0.0023706,0.329935268848434
MAR07161,Nucleotide metabolism,0,0.328588337047291
MAR07162,Nucleotide metabolism,0,0.335274836392536
MAR07163,Nucleotide metabolism,0,0.327563240525321
MAR07164,Nucleotide metabolism,0,0.334095912061544
MAR07713,Nucleotide metabolism,0,0.334095912039456
MAR07716,Nucleotide metabolism,0,0.353171378059279
MAR07717,Nucleotide metabolism,0,0.353171378060853
MAR07721,Nucleotide metabolism,0,0.334095912062764
MAR07725,Nucleotide metabolism,0,0.334095912051285
MAR07728,Nucleotide metabolism,0,0.334095912064125
MAR07800,Nucleotide metabolism,-1000,1000
MAR07801,Nucleotide metabolism,-1000,1000
MAR07863,Nucleotide metabolism,-1000,1000
MAR07864,Nucleotide metabolism,-1000,1000
MAR07865,Nucleotide metabolism,-1000,1000
MAR07866,Nucleotide metabolism,-1000,1000
MAR07867,Nucleotide metabolism,-1000,1000
MAR07868,Nucleotide metabolism,-1000,1000
MAR07869,Nucleotide metabolism,-1000,1000
MAR07870,Nucleotide metabolism,-1000,1000
MAR07871,Nucleotide metabolism,-1000,1000
MAR07872,Nucleotide metabolism,-1000,1000
MAR07873,Nucleotide metabolism,-1000,1000
MAR07874,Nucleotide metabolism,-1000,1000
MAR07875,Nucleotide metabolism,0,0.35317113997022
MAR07876,Nucleotide metabolism,-1000,1000
MAR07878,Nucleotide metabolism,0,0
MAR07879,Nucleotide metabolism,0,0.01
MAR07880,Nucleotide metabolism,0,0.01
MAR07881,Nucleotide metabolism,0,0
MAR07882,Nucleotide metabolism,-1000,1000
MAR07883,Nucleotide metabolism,0,0.353171139967903
MAR07884,Nucleotide metabolism,-1000,1000
MAR07885,Nucleotide metabolism,-1000,1000
MAR07886,Nucleotide metabolism,-1000,1000
MAR07887,Nucleotide metabolism,-1000,1000
MAR07888,Nucleotide metabolism,-1000,1000
MAR07889,Nucleotide metabolism,0,0.353882187693531
MAR07890,Nucleotide metabolism,0,1000
MAR07891,Nucleotide metabolism,-1000,1000
MAR07892,Nucleotide metabolism,-1000,1000
MAR07893,Nucleotide metabolism,-1000,1000
MAR08083,Nucleotide metabolism,0,0.334597030930439
MAR08085,Nucleotide metabolism,0,0.327563477591085
MAR08087,Nucleotide metabolism,0,0.327563477588751
MAR08443,Nucleotide metabolism,0,0.01
MAR08444,Nucleotide metabolism,0,0.01
MAR08445,Nucleotide metabolism,0,0.345096585806477
MAR08448,Nucleotide metabolism,-1000,1000
MAR08449,Nucleotide metabolism,-1000,1000
MAR08450,Nucleotide metabolism,-1000,1000
MAR08451,Nucleotide metabolism,-1000,1000
MAR08452,Nucleotide metabolism,-1000,1000
MAR08453,Nucleotide metabolism,-1000,1000
MAR08454,Nucleotide metabolism,-1000,1000
MAR08455,Nucleotide metabolism,-1000,1000
MAR08456,Nucleotide metabolism,-1000,1000
MAR08457,Nucleotide metabolism,-1000,1000
MAR08458,Nucleotide metabolism,-1000,1000
MAR08459,Nucleotide metabolism,-1000,1000
MAR08460,Nucleotide metabolism,-1000,1000
MAR08462,Nucleotide metabolism,-1000,1000
MAR08463,Nucleotide metabolism,-1000,1000
MAR08464,Nucleotide metabolism,-1000,1000
MAR08465,Nucleotide metabolism,-1000,1000
MAR08466,Nucleotide metabolism,-1000,1000
MAR08467,Nucleotide metabolism,-1000,1000
MAR08468,Nucleotide metabolism,-1000,1000
MAR08469,Nucleotide metabolism,-1000,1000
MAR08470,Nucleotide metabolism,-1000,1000
MAR08471,Nucleotide metabolism,-1000,1000
MAR08472,Nucleotide metabolism,-1000,1000
MAR08473,Nucleotide metabolism,0,0.325842951337558
MAR08474,Nucleotide metabolism,0,0.111363178800155
MAR08478,Nucleotide metabolism,-0.333853793392109,0.134724339026434
MAR08481,Nucleotide metabolism,-0.372772973281448,0
MAR08482,Nucleotide metabolism,0,1000
MAR08485,Nucleotide metabolism,0,0.54446859971421
MAR08486,Nucleotide metabolism,-999.790550977446,0.892909738821562
MAR08487,Nucleotide metabolism,0,0.175724002062611
MAR08488,Nucleotide metabolism,0,0.01
MAR08489,Nucleotide metabolism,0,0.01
MAR03802,"Alanine, aspartate and glutamate metabolism",-999.948525312894,1000
MAR03804,"Alanine, aspartate and glutamate metabolism",-999.948525312904,1000
MAR03811,"Alanine, aspartate and glutamate metabolism",-0.1,0.0768742221092285
MAR03813,"Alanine, aspartate and glutamate metabolism",-0.0768709310399282,0.1
MAR03827,"Alanine, aspartate and glutamate metabolism",-0.1,0.1
MAR03831,"Alanine, aspartate and glutamate metabolism",0,0.543134035444041
MAR03862,"Alanine, aspartate and glutamate metabolism",0,0.243792709377463
MAR03865,"Alanine, aspartate and glutamate metabolism",0,0
MAR03870,"Alanine, aspartate and glutamate metabolism",0,0.320570805015871
MAR03890,"Alanine, aspartate and glutamate metabolism",0,0.455341012062405
MAR03892,"Alanine, aspartate and glutamate metabolism",0,0
MAR03899,"Alanine, aspartate and glutamate metabolism",-6.85414486438491,0.316223372285295
MAR03903,"Alanine, aspartate and glutamate metabolism",0,0.20162263719575
MAR04109,"Alanine, aspartate and glutamate metabolism",-0.160861849524653,0
MAR04114,"Alanine, aspartate and glutamate metabolism",0,0.368537721308315
MAR04115,"Alanine, aspartate and glutamate metabolism",0,0
MAR04118,"Alanine, aspartate and glutamate metabolism",0,0.759136631493071
MAR04196,"Alanine, aspartate and glutamate metabolism",0,0.368537721306003
MAR04197,"Alanine, aspartate and glutamate metabolism",0,0
MAR04287,"Alanine, aspartate and glutamate metabolism",0,0
MAR04693,"Alanine, aspartate and glutamate metabolism",0,0
MAR06780,"Alanine, aspartate and glutamate metabolism",0,0
MAR06970,"Alanine, aspartate and glutamate metabolism",0,0
MAR07642,"Alanine, aspartate and glutamate metabolism",-6.85541363182296,0.01
MAR03806,Arginine and proline metabolism,0.0858374784698652,0.994135718964912
MAR03807,Arginine and proline metabolism,-0.924320719449796,0.181529529171489
MAR03809,Arginine and proline metabolism,0,0
MAR03819,Arginine and proline metabolism,-0.514054109156333,-0.0124484667587037
MAR03833,Arginine and proline metabolism,0,8.53817413726962
MAR03835,Arginine and proline metabolism,0,8.53817413726778
MAR03837,Arginine and proline metabolism,0,8.28385888550955
MAR03838,Arginine and proline metabolism,-8.28385535286462,0
MAR03956,Arginine and proline metabolism,0,3.18430250353037
MAR04073,Arginine and proline metabolism,0,0.159608537768472
MAR04075,Arginine and proline metabolism,0,0.159608537770488
MAR04077,Arginine and proline metabolism,0,0.0871537921054406
MAR04190,Arginine and proline metabolism,-6.2732391817447,-4.48001025231498
MAR04212,Arginine and proline metabolism,0,0.60396704886506
MAR04422,Arginine and proline metabolism,0,0.603967048868223
MAR04583,Arginine and proline metabolism,-0.171530143896543,0.5
MAR04606,Histidine metabolism,0,0.327563240527936
MAR04607,Histidine metabolism,0,0.327563240503167
MAR04776,Arginine and proline metabolism,0,0.154198113259814
MAR04777,Arginine and proline metabolism,0,0
MAR04778,Arginine and proline metabolism,0,0.16086477992625
MAR04779,Arginine and proline metabolism,0,0.01
MAR04780,Arginine and proline metabolism,0,0.16086477992625
MAR04781,Arginine and proline metabolism,0,0.01
MAR04784,Arginine and proline metabolism,0,1000
MAR04785,Arginine and proline metabolism,0,1000
MAR04786,Arginine and proline metabolism,0,0.160864779925746
MAR05384,Arginine and proline metabolism,0,0.159608537768813
MAR06938,Arginine and proline metabolism,-0.15960902622777,0
MAR06965,Arginine and proline metabolism,0,0
MAR06966,Arginine and proline metabolism,0,0
MAR08096,Arginine and proline metabolism,-1000,0.160864938444187
MAR08097,Arginine and proline metabolism,-0.160861837313837,1000
MAR08098,Arginine and proline metabolism,0,0.160864938444187
MAR08426,Arginine and proline metabolism,0,0.01
MAR08427,Arginine and proline metabolism,0,0
MAR08603,Arginine and proline metabolism,0,0
MAR08604,Arginine and proline metabolism,0,0
MAR08605,Arginine and proline metabolism,0,0
MAR08609,Arginine and proline metabolism,0,8.28382768403766
MAR08610,Arginine and proline metabolism,0,8.28382768403328
MAR03752,"Glycine, serine and threonine metabolism",-0.0234804606380969,1000
MAR03770,"Glycine, serine and threonine metabolism",-1000,1000
MAR03784,"Glycine, serine and threonine metabolism",-1000,1000
MAR03839,"Glycine, serine and threonine metabolism",-0.01,0.9842235336647
MAR03841,"Glycine, serine and threonine metabolism",-0.01,0.984223533622518
MAR03843,"Glycine, serine and threonine metabolism",0,0.994223533622518
MAR03883,"Glycine, serine and threonine metabolism",0,0.334089536404204
MAR03939,"Glycine, serine and threonine metabolism",-0.871873455669998,0
MAR03974,"Glycine, serine and threonine metabolism",0,0.334089536401637
MAR04198,"Glycine, serine and threonine metabolism",0,0.10738592241546
MAR04200,"Glycine, serine and threonine metabolism",0,0.334089536400917
MAR04348,"Glycine, serine and threonine metabolism",0,0.0431718454820523
MAR04582,"Glycine, serine and threonine metabolism",-0.5,0.171526471746453
MAR04584,"Glycine, serine and threonine metabolism",0,0
MAR04696,"Glycine, serine and threonine metabolism",0,0.157111036511602
MAR04697,"Glycine, serine and threonine metabolism",0,0.157111036511147
MAR04698,"Glycine, serine and threonine metabolism",0,0.157111036512058
MAR04742,"Glycine, serine and threonine metabolism",0,0.871873531670931
MAR04792,"Glycine, serine and threonine metabolism",-0.719767225489125,0
MAR05392,"Glycine, serine and threonine metabolism",0,0.0556815894008054
MAR05393,"Glycine, serine and threonine metabolism",0,0.0556815894001733
MAR06409,"Glycine, serine and threonine metabolism",-4.02132911208752,0
MAR07702,"Glycine, serine and threonine metabolism",-0.158256345073539,0
MAR08433,"Glycine, serine and threonine metabolism",0,0.44149733312261
MAR08434,"Glycine, serine and threonine metabolism",0,0.441497333127304
MAR08435,"Glycine, serine and threonine metabolism",0,0.441497333127304
MAR08436,"Glycine, serine and threonine metabolism",0,0.441497333127304
MAR08437,"Glycine, serine and threonine metabolism",-0.44149733311967,0
MAR08442,"Glycine, serine and threonine metabolism",0,0.062870950959634
MAR04429,Histidine metabolism,0,0
MAR04430,Histidine metabolism,0,0
MAR04431,Histidine metabolism,0,0
MAR05338,Histidine metabolism,0,0.496400742740434
MAR05339,Histidine metabolism,0,0.496400742732851
MAR08783,Histidine metabolism,0,0
MAR08784,Histidine metabolism,0,0
MAR04239,Lysine metabolism,0,0.01
MAR04599,Lysine metabolism,0,0.01
